"sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","report.basis","percent.moisture","percent.solid","non.detect","duplicate","location.name","treatment.name","method.name","event.type","lab.id.y","matrix","collected","received","hold","flag"
"AVST1-07-OTLC-3-D","HS22090500-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.428,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","Low-Cost Sampler","Outflow","-07","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST1-07-OTLC-5-D","HS22090500-08","E200.8 - 200.8","7782-49-2","Selenium",9.26,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST1","Low-Cost Sampler","Outflow","-08","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1","HS22090500-09","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.904,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1","HS22090500-09","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.904,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1","HS22090500-09","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1","HS22090500-09","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-09","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-2","HS22090500-10","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.88,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-10","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-3","HS22090500-11","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.273,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-11","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-5","HS22090500-12","E200.8 - 200.8","7782-49-2","Selenium",10.7,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-12","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1-D","HS22090500-13","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.24,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-13","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1-D","HS22090500-13","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.2,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-13","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1-D","HS22090500-13","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-13","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-1-D","HS22090500-13","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-13","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-2-D","HS22090500-14","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.79,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-14","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-3-D","HS22090500-15","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.323,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-15","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVST2-07-OT-5-D","HS22090500-16","E200.8 - 200.8","7782-49-2","Selenium",9.66,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-16","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1","HS22090500-17","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-17","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1","HS22090500-17","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.154,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-17","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1","HS22090500-17","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-17","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1","HS22090500-17","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-17","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-2","HS22090500-18","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",2.4,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-18","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-3","HS22090500-19","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",3.91,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-19","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-5","HS22090500-20","E200.8 - 200.8","7782-49-2","Selenium",11.3,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-20","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1-D","HS22090500-21","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.281,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1-D","HS22090500-21","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.244,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1-D","HS22090500-21","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1-D","HS22090500-21","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.058,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-2-D","HS22090500-22","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4.1,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-22","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-3-D","HS22090500-23","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",2.9,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-23","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-5-D","HS22090500-24","E200.8 - 200.8","7782-49-2","Selenium",12.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-24","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.02,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.985,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-2","HS22090500-26","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.96,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-26","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-3","HS22090500-27","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.34,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-27","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-5","HS22090500-28","E200.8 - 200.8","7782-49-2","Selenium",8.93,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-28","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.04,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.058,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-2-D","HS22090500-30","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.77,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-30","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-3-D","HS22090500-31","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.94,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-31","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-5-D","HS22090500-32","E200.8 - 200.8","7782-49-2","Selenium",9.72,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-32","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.986,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.948,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-2","HS22090500-34","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.2,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-34","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-3","HS22090500-35","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.454,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-35","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-5","HS22090500-36","E200.8 - 200.8","7782-49-2","Selenium",9.61,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-36","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.961,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.924,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-2-D","HS22090500-38","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.1,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-38","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-3-D","HS22090500-39","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.428,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-39","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-5-D","HS22090500-40","E200.8 - 200.8","7782-49-2","Selenium",11.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-40","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.25,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.22,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-02","HS22090500-42","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.87,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-42","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-03","HS22090500-43","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.302,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-43","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-G4-IN-05","HS22090500-44","E200.8 - 200.8","7782-49-2","Selenium",10.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-44","Water",2022-09-09 18:00:00,"10 Sep 2022 08:50","No",NA
"AV-CT1-01-OT-LC","HS23061142-01","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",5.7,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC","HS23061142-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.84,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC","HS23061142-01","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC","HS23061142-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
"AV-CT1-01-OT-LC","HS23061142-01","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.805,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","ISCO","Outflow","-01","Water",2023-06-15 06:00:00,"17 Jun 2023 07:20","No",NA
